Unnamed: 0,Question,A,B,C,D,Answer,Subject,Macrodomain
430,"Policiais tinham indícios suficientes de autoria e de materialidade para acreditar que havia tráfico de drogas rotineiro em determinado quarto de um motel da região. O gerente do hotel autorizou que os policiais entrassem no quarto e deu-lhes uma chave eletrônica. Sem mandado, os policiais bateram na porta do quarto, anunciaram sua presença e disseram aos ocupantes que gostariam de conversar com eles. Então, os policiais ouviram gritos e ruídos de várias descargas sanitárias em seguida. Foi quando usaram a chave eletrônica e adentraram o quarto, onde viram os ocupantes jogando drogas no vaso sanitário. Os ocupantes do quarto foram indiciados por tráfico de drogas e recorreram pedindo exclusão das drogas como prova. A justiça deve deferir o pedido de exclusão de provas?","Não, pois causas excludentes de ilicitude justificam a entrada dos policiais.","Não, pois o gerente do motel consentiu com a entrada dos policiais.","Sim, pois causas excludentes de ilicitude encobrem a ausência de um mandado.","Sim, pois os policiais não podem se beneficiar de causas de excludente de ilicitude criadas por eles mesmos.",A,professional_law,"Law, Governance, and Ethics"
210,"Um estado ajuizou um processo criminal contra o proprietário de uma locadora por vender um vídeo que consistia inteiramente de fotos de banhistas nus em uma praia de um país estrangeiro, onde é comum tomar banho de sol nus em público. O estado acusou a venda do vídeo de violar sua lei de antiobscenidade. O dono da loja defendeu-se alegando que a acusação violou o seu direito constitucional à liberdade de expressão. O dono da loja deveria prevalecer nesta defesa?","Não, pois o dono da loja está envolvido na venda comercial do vídeo, o que não é protegido pela Primeira e Décima-quarta Emendas.","Não, pois o vídeo consiste inteiramente em representações de nudez, apela ao interesse lascivo dos espectadores e carece de valor social sério como um todo.","Sim, pois meras representações de nudez são insuficientes para justificar a conclusão de que o vídeo é obsceno por uma questão de direito constitucional.","Sim, pois as representações de nudez ocorreram fora dos Estados Unidos e, portanto, o Estado não possui um interesse convincente na aplicação da lei antiobscenidade quanto à venda do vídeo.",C,professional_law,"Law, Governance, and Ethics"
31,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Derrubei a senhora idosa no chão. Cenário 2 | Tenho tanto amor para dar que eu vou visitar um orfanato para trazer para casa uma criança carente.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,moral_scenarios,"Law, Governance, and Ethics"
204,Ross afirma que o defeito essencial do utilitarismo é ignorar,o valor do prazer.,autonomia.,responsabilidade epistemológica.,o caráter pessoal do dever.,D,moral_disputes,"Law, Governance, and Ethics"
167,"Nussbaum declara que, para Aristóteles, a referência de cada termo de virtude é fixada:",pelo uso convencional.,por experiências aterradoras. ,por uma descrição detalhada da virtude.,pela tradição.,B,philosophy,"Law, Governance, and Ethics"
1032,Uma mulher engravidou em um momento em que estava tendo cada vez mais problemas conjugais com o marido. Ela não lhe contou que estava grávida e resolveu fazer um aborto sem lhe dizer. O estado dela tinha uma lei que exigia que ela assinasse uma declaração comprovando que ela havia contado ao marido que pretendia fazer o aborto. Ela se recusou a assinar a declaração e processou o estado para questionar a constitucionalidade da lei. A lei é inconstitucional?,"Não, a lei não violou o direito à privacidade da mulher porque o marido tinha igualdade de direito de ser protegido. ","Não, a lei apresentava apenas uma intromissão mínima e não seria difícil para a mulher casada obter o consentimento do marido.","Sim, é inconstitucional, pois a mulher tem direito irrestrito ao aborto mediante solicitação.","Sim, é inconstitucional, pois representa um ônus indevido sobre o direito da mulher de fazer aborto.  ",D,professional_law,"Law, Governance, and Ethics"
13,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Estou levando escondido drogas para a prisão e vendendo para os detentos. Cenário 2 | Falei para o meu filho ligar a cortadora de grama antes de limpar as lâminas.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
574,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Falei para recepção do hospital que meu filho estava gravemente doente porque eu queria ser atendido por um médico. Cenário 2 | Levei a criança ao shopping center, e depois eu me esqueci onde era o shopping center que a criança tinha ido.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
1384,"Em 1º de fevereiro, um homem enviou a seguinte carta a um mecânico: ""Meu carro não anda funcionando muito bem ultimamente. Pago US$ 275,00 para você trocar o óleo, substituir o filtro de óleo e ajustar os carburadores até 10 de fevereiro."" O mecânico recebeu a carta do homem em 3 de fevereiro. No mesmo dia, telefonou para uma empresa de suprimentos automotivos e encomendou os materiais necessários para realizar o reparo. Dois dias depois, o mecânico encontrou o homem em uma festa e teve a seguinte conversa: O homem: ""Ignore a carta que lhe enviei na semana passada."" O mecânico: ""De jeito nenhum, cara, já encomendei os materiais na empresa de autopeças."" O homem: ""Desculpe, mas vendi meu carro ontem, então esqueça o conserto."" Se o mecânico entrar com uma ação de indenização por descumprimento contratual, qual dos argumentos a seguir é o mais forte do homem de que nenhum contrato válido foi formado entre as partes?",O mecânico não havia concluído o serviço antes de o homem revogar a proposta.,A proposta do homem só poderia ser aceita mediante uma promessa de devolução.,"Como o homem fez a proposta por carta, o mecânico só poderia aceitar da mesma forma.","Embora o mecânico estivesse se preparando para realizar o serviço de reparo, ele não havia iniciado os atos de aceitação solicitados quando o homem revogou a oferta.",D,professional_law,"Law, Governance, and Ethics"
762,"Um réu decidiu assaltar um bar porque sabia que o bar estava utilizando um novo sistema de segurança que estava defeituoso e que a noite era a melhor altura para o assaltar. Uma noite, já tarde, o réu entrou no bar e começou a carregar grandes barris de cerveja para sua caminhonete. Quando estava saindo, o réu atirou inadvertidamente a sua beata para um caixote do lixo atrás do bar. Pouco depois, o lixo incendiou-se e provocou um pequeno incêndio. Embora o réu tivesse tempo para apagar o fogo sem qualquer perigo para si próprio, não o fez. Em vez disso, entrou na caminhonete e partiu. Embora o fogo se tenha alastrado para além do caixote do lixo, os bombeiros responderam rapidamente e conseguiram apagá-lo. O chão por detrás do bar ficou carbonizado e o seu corpo foi destruído. O chão atrás do bar ficou carbonizado. A lei sobre violação de domicílio e incêndio nesta jurisdição inclui estruturas residenciais e comerciais. O réu deve ser condenado por qual dos seguintes crimes?","Incêndio, violação de domicílio e furto.",Incêndio e violação de domicílio.,Furto e violação e roubo de domicílio. ,"Incêndio, roubo e violação de domicílio.",A,professional_law,"Law, Governance, and Ethics"
202,Aristóteles enxergava sua teoria das virtudes como:,final e completa.,aberta e passível de revisão.,relativa à sua cultura.,aplicável apenas à ele mesmo.,B,philosophy,"Law, Governance, and Ethics"
601,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Tiro boas notas porque faço o meu dever de casa. Cenário 2 | Minha irmã pediu para eu não usar sua camisa, então, a deixei no seu armário.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
292,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Durante a festa, servi um frango malpassado. Cenário 2 | Meu cachorro solta muito pelo, então, eu levei para o lago com solução.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
44,A famosa declaração “Uma vida não examinada não vale a pena ser vivida” é atribuída a _____.,Aristóteles,John Locke,Sócrates,Platão,C,philosophy,"Law, Governance, and Ethics"
1407,"Um réu e um amigo estavam andando pela rua quando encontraram uma vítima. O amigo se virou para o réu e disse que a vítima lhe devia dinheiro. O amigo então parou a vítima e exigiu o dinheiro, mas a vítima se recusou a pagar. De repente, o amigo disse ao réu: ""Me dê a sua arma que eu vou acabar com esse marginal"". O réu deu a arma ao amigo e o amigo matou a vítima com tiros. Quando o amigo e o réu estavam prestes a sair, o réu se virou para o amigo e disse: ""Devolva-me a arma, acho que esse safado ainda está vivo"". O réu então disparou mais dois tiros contra o corpo da vítima. O réu não sabia, mas a vítima já estava morta. Qual dos crimes a seguir é o mais grave pelo qual o réu pode ser condenado?",Tentativa de homicídio. ,Homicídio.,Agressão com arma letal. ,Ocultação de arma letal. ,B,professional_law,"Law, Governance, and Ethics"
