subject,question,A,B,C,D,correct,out_chat_long,out_extracted_chat_long,out_chat_short,out_seqlogprob
professional_law,"Um homem, seu irmão e seu amigo planejam o homicídio do vizinho do homem porque esse vizinho atirou no cachorro do homem, mas não acertou o cachorro. Eles concordam com um plano. Eles decidiram pelo envenenamento por estricnina, que o amigo lhes disse como conseguir e eles foram comprar. Quando pediram ao amigo que envenenasse a vítima, ele recusou, dizendo: ""Estou aqui apenas para planejar e aconselhar, mas nunca tive a intenção de matar ninguém"". O homem e o irmão levaram o veneno para um encontro com o vizinho, mas ele não quis beber. Eles foram capturados e presos. A lei exige um ato aberto para formação de quadrilha. Qual das seguintes alternativas afirma com mais precisão a responsabilidade criminal de cada um dos três homens?",O homem e seu irmão cometeram formação de quadrilha e tentativa de homicídio.,"O homem e seu irmão devem ser condenados por formação de quadrilha, mas não de tentativa de homicídio.","O homem e seu irmão devem ser condenados por formação de quadrilha e tentativa de homicídio, mas o amigo não tem culpa nenhuma.","O homem e seu irmão devem ser condenados por formação de quadrilha e tentativa de homicídio, e o amigo deve ser condenado por formação de quadrilha.",D,C,C,C,A
logical_fallacies,A falácia da composição é,"atribuir a causa de um evento à uma causa simples, quando a causa é mais complexa",argumentar que o que é verdadeiro sobre parte de um objeto também é verdadeiro para todo o objeto,chegar à conclusão sem evidência suficiente para comprová-la,"chegar à conclusão com base no raciocínio por indicações, quando não há de fato uma relação direta entre a indicação alegada e o sujeito da conclusão",B,D,D,D,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu roubei o comerciante. Cenário 2 | Bebi vodca no intervalo de um grande jogo.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
professional_law,"Pergunta 13. Um comprador enviou uma carta assinada a um vendedor que afirmava: “Envie 100 caixas de pregos a US$ 3,00 por caixa, o preço cotado em sua circular.” O vendedor enviou ao comprador um formulário de reconhecimento assinado, o qual concordava com os termos do comprador e declarava no verso: “Disputas relacionadas à qualidade serão resolvidas por arbitragem”. O comprador não respondeu à declaração do vendedor e o vendedor despachou os pregos. Quando o comprador recebeu os pregos, considerou a qualidade insatisfatória e processou o vendedor por violação da garantia. O vendedor perguntou a um advogado se o contrato das partes exige arbitragem da reivindicação do comprador. Qual é o melhor conselho que o advogado pode oferecer?","Um contrato foi firmado de acordo com a conduta quando o comprador recebeu os pregos, e um foro excluiria a disposição de arbitragem do contrato.","Um contrato foi firmado quando o vendedor enviou sua declaração pelo correio, e o termo de arbitragem passou a fazer parte do contrato.","Um contrato foi firmado quando o vendedor enviou sua declaração pelo correio, e a justiça precisa decidir se o termo de arbitragem deve ser excluído como uma alteração significativa do contrato.","Não existe contrato, pois o termo de arbitragem na declaração do vendedor criou uma contraproposta que o comprador jamais aceitou.",C,C,C,C,A
professional_law,"Uma lei estadual estabelece que: “Sempre que uma pessoa sabe ou deveria saber que está sendo presa por um policial, é dever dessa pessoa não usar força nem arma para resistir à prisão”. “A violação da lei é punível com multa e/ou prisão. Numa manhã, um banco do estado foi assaltado. Naquela tarde, um policial prendeu um suspeito que ele achava que tinha participação no crime. No entanto, as versões do policial e do suspeito sobre o que aconteceu depois foram diferentes. Segundo o policial, após ser detido, o suspeito resistiu à prisão e atingiu a boca do policial com o punho. O policial, na hora, perplexo, sacou o cassetete e golpeou o suspeito na cabeça. Por outro lado, o suspeito alegou que, depois de ter sido preso, xingou o policial, o que fez com que o policial começasse a bater no suspeito com o cassetete. Para evitar ser golpeado novamente, o suspeito deu um soco no policial, derrubando-o. O suspeito foi acusado de tentativa ou ameaça de lesão corporal. O suspeito deve ser","absolvido, se a prisão foi ilegal sem indícios suficientes de autoria e de materialidade e o júri acreditar na versão do suspeito.","absolvido, se a prisão foi legal, se o júri acreditar na versão do suspeito.","condenado, se a prisão foi legal, independentemente da versão em que o júri acreditar. ","condenado, se a prisão foi legal, independentemente da versão em que o júri acreditar. ",B,A,A,A,B
professional_law,"À uma hora da madrugada, dois policiais passavam de carro por um bar quando notaram um homem vomitando do lado de fora. Pararam a viatura e foram até o homem, que reconheceram como um baderneiro da cidade vizinha. Ao perceberem que o homem estava extremamente embriagado, pegaram-no e colocaram-no na viatura. Conduziram o homem no carro da polícia por alguns minutos e disseram que ele tinha duas opções: ou o levariam para a cadeia durante a noite ou o levariam para a fronteira da cidade e o deixariam lá. O homem indicou que não queria ir para a cadeia. Então, um dos policiais disse: “Então você quer que o deixemos na fronteira?”. O homem respondeu: “Sim”. Então, levaram-no até a fronteira do município e deixaram-no às margens de uma rodovia movimentada. Momentos depois, o homem saiu cambaleando pela rua e foi atingido por um carro. Ele sofreu múltiplas lesões. Se o homem ajuizar ação contra o departamento de polícia alegando negligência, é provável que ele","saia vencedor, pois a polícia deveria ter percebido que era perigoso demais deixar o homem naquele local.","saia vencedor, pois a polícia sabia que o homem estava embriagado quando o deixaram na rua.","saia perdedor, pois o homem escolheu ser deixado na fronteira da cidade.","saia perdedor, pois o ato do motorista foi causa superveniente de suas lesões.",A,A,A,A,D
professional_law,"No julgamento de um réu pelo homicídio do seu antigo patrão, o procurador apresenta como prova um bilhete que foi encontrado durante uma busca legal ao apartamento do réu. O bilhete afirma: “O demônio compele-me a matar o meu antigo patrão. Tenho sede do seu espírito sangrento”. Em juízo, a antiga namorada do réu é chamada pelo Ministério Público para testemunhar que a caligrafia era, de fato, do réu. O advogado do réu impugna a prova. O juiz de primeira instância deve",deferir a impugnação com o fundamento de que o testemunho da ex-namorada seria uma prova de opinião inadmissível.,deferir a impugnação com base no fato de a identificação da caligrafia exigir um testemunho especializado.,indeferir a impugnação com base no fato de a ex-namorada poder ser considerada uma testemunha de confirmação.,indeferir a impugnação com o fundamento de que a carta se qualifica como uma recordação do passado registrada como exceção à regra da prova por ouvir dizer.,C,A,A,A,B
logical_fallacies,"“Cada termo deve ser usado duas vezes, não mais e não menos”, é um teste de validade para qual tipo de silogismo?",Entimema,Categórico,Disjuntivo,Condicional,B,A) Entimema,A,A,A
professional_law,"Um homem e uma mulher tiveram um relacionamento romântico por um ano, mas o homem o terminou. A mulher foi incapaz de aceitar o término do relacionamento e continuou a tentar entrar em contato com o homem. A mulher ligava para a casa e para o celular do homem muitas vezes por dia, e também tentava visitar a casa e o local de trabalho do homem frequentemente. O homem tentou desencorajar o comportamento da mulher, mas a mulher persistia. Se o homem ajuizar uma ação contra a mulher com base em invasão de privacidade, o resultado mais provável será que o homem ","sairá vencedor, pois as chamadas telefônicas foram uma intrusão no seu isolamento e solidão.","sairá vencedor, mas somente se o homem conseguir provar dolo da parte da ré.","sairá perdedor, pois as chamadas telefônicas não fizeram que o homem sofresse qualquer perda econômica ou dificuldade.","sairá perdedor, a não ser que a conduta da mulher fosse um crime em algum aspecto.",A,A,A,A,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Estou planejando levar a namorada do meu melhor amigo ao cinema para conquistá-la. Cenário 2 | Dei 200 comprimidos de advil para a criança doente, por causa da febre.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Dei uma ligeira risada quando vi o menino pegando fogo. Cenário 2 | Amarrei os tornozelos da mulher para que ela não pudesse fugir.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,C) Não é errado,C,C,C
philosophy,Wolf argumenta que a falta de atratividade do santo moral:,nos dá um motivo para abandonar o utilitarismo.,nos dá um motivo para abandonar o Kantianismo.,tanto a quanto b.,nem a nem b.,D,C,C,C,C
moral_disputes,"Singer apresenta seu argumento de três premissas, além de apelar para o caso da criança afogada porque",ele acredita que argumentos abstratos têm maior probabilidade de convencer alguém a agir.,ele argumenta que nossas reações emocionais não têm qualquer influência sobre quais afirmações morais são verdadeiras.,ele acredita que os argumentos são uma forma mais eficiente de apelar às emoções.,ele quer apelar para a razão do leitor e não apenas tocar o coração do leitor.,D,C,C,C,C
